"","Mean","SE","CI25","CI975","Rhat","Bulk_ESS","Tail_ESS","Factor","Order"
"Intercept",-0.035678707428796,0.0579917986378083,-0.150471602595403,0.076576823639411,1.00077733081132,43536,27085,"Intercept","Hindi preverbal"
"Len",0.00161918497358933,0.0514596750816283,-0.0992281092237931,0.10376628241676,1.00106726137858,54204,26035,"Len","Hindi preverbal"
"Semantic_closeness",0.235678451641461,0.0566079535992158,0.124731449483186,0.347683959156007,1.00047391087417,44721,27812,"Semantic_closeness","Hindi preverbal"
"Lexical_frequency",-0.196623508077681,0.054904464326499,-0.305141566085892,-0.0901212993612475,1.00080016910949,56341,26281,"Lexical_frequency","Hindi preverbal"
"Pronominality",1.64975657177625,0.166876212448406,1.32626012267748,1.98275055614316,1.00043992517319,41789,27249,"Pronominality","Hindi preverbal"
