"","Mean","SE","CI25","CI975","Rhat","Bulk_ESS","Tail_ESS","Factor","Order"
"Intercept",0.0603856562412625,0.11471594877502,-0.164473924339774,0.28731778623003,1.00032577271339,47070,29489,"Intercept","Hebrew postverbal"
"Len",3.51799899970892,0.328065285698795,2.91281114122062,4.19858696412585,1.00071222251838,17948,20083,"Len","Hebrew postverbal"
"Semantic_closeness",-0.167395283671019,0.112870722553881,-0.391787589200543,0.0509323987979375,1.00057033129008,50075,29112,"Semantic_closeness","Hebrew postverbal"
"Lexical_frequency",-0.100598357798614,0.113055698707263,-0.325101865871927,0.120881205067289,1.0002552879933,58536,27758,"Lexical_frequency","Hebrew postverbal"
"Predictability",-0.298735162463043,0.156515877741518,-0.615682766747108,0.00212544360119762,1.00043611945692,55947,27863,"Predictability","Hebrew postverbal"
"Pronominality",2.3135796217584,0.435942395638222,1.51706297423309,3.22157354459737,1.00039081279849,35147,27292,"Pronominality","Hebrew postverbal"
