"","Mean","SE","CI25","CI975","Rhat","Bulk_ESS","Tail_ESS","Factor","Order"
"Intercept",-0.859749206809915,1.23727046940159,-3.58193704901647,1.33582658065136,1.00523270559722,15422,10083,"Intercept","Arabic postverbal"
"Len",10.1148818278543,4.38999356938345,4.57817187111066,21.3284963831751,1.00946868438996,5403,4706,"Len","Arabic postverbal"
"Semantic_closeness",0.66394538438832,0.676976762672477,-0.357740713462536,2.31130081004082,1.00358476248033,13121,7398,"Semantic_closeness","Arabic postverbal"
"Lexical_frequency",-1.02956261809304,1.6468733216293,-5.5671973057401,0.657435564617002,1.0100158787827,4972,2774,"Lexical_frequency","Arabic postverbal"
"Predictability",0.242252115846844,1.69828895205867,-1.6800722788314,5.24302995499344,1.008215402912,6142,2718,"Predictability","Arabic postverbal"
"Pronominality",2.92216646361489,2.81154110023766,-0.393163090616817,10.1029121444349,1.00624866501504,8222,4214,"Pronominality","Arabic postverbal"
