"","Mean","SE","CI25","CI975","Rhat","Bulk_ESS","Tail_ESS","Factor","Order"
"Intercept",-2.68071391381352,3.22406337269301,-9.93127954854398,3.05681947532351,1.00098137408742,8572,10172,"Intercept","Greek postverbal"
"Len",27.5052296765899,13.5369512021023,9.6319794274164,60.5247131551392,1.00264922444537,5195,5326,"Len","Greek postverbal"
"Semantic_closeness",4.91787924470283,3.32741046227673,0.176700484874663,12.7057355707461,1.00175002393127,9199,10296,"Semantic_closeness","Greek postverbal"
"Lexical_frequency",-0.916294344539187,2.52690634329418,-6.68017355026106,3.5980963936538,1.00106718208099,12955,12041,"Lexical_frequency","Greek postverbal"
"Predictability",-6.13128029151674,4.33334837430877,-16.537731225145,0.077826214471529,1.00209680994291,7086,7532,"Predictability","Greek postverbal"
"Pronominality",2.64501630994264,7.27515129146205,-10.76023202663,18.6272382773872,1.00075235104458,18987,18294,"Pronominality","Greek postverbal"
